credit_card_num,card_type,expire_month,expire_year,security_code,Owner_email
5804-4224-3804-7684,Master ,10,2024,365,echristofides8n@lsu.edu
5817-2036-0305-4788,Master ,5,2026,917,ihannondki@lsu.edu
5253-4735-2161-7281,Master ,8,2023,179,zcorssenm9@lsu.edu
5051-1466-9104-8573,Master ,9,2029,319,gdinsmoreq@lsu.edu
5861-5546-9484-2676,Master ,7,2032,148,tmassyu@lsu.edu
5871-8360-3367-9148,Master ,1,2030,94,rwallace3e@lsu.edu
5000-9297-2720-5639,Master ,11,2023,590,bhardi4k@lsu.edu
5042-9755-8358-9538,Master ,7,2031,101,pjewel9h@lsu.edu
5969-1790-1384-4056,Master ,9,2024,126,jokiebt@lsu.edu
5959-8203-9420-2125,Master ,10,2032,821,cbroadbridgelf@lsu.edu
5667-1325-3984-5062,Master ,6,2030,490,tjarreltof@lsu.edu
5875-4922-4447-3251,Master ,6,2028,992,smulford5n@lsu.edu
5167-7618-1709-5833,Master ,7,2026,328,nbonafacinoat@lsu.edu
5997-1656-0653-1726,Master ,2,2028,153,bvanichkov6k@lsu.edu
5930-8698-7110-4503,Master ,1,2029,214,ebaudyfv@lsu.edu
5816-3536-4182-6666,Master ,11,2026,198,csnook2u@lsu.edu
5615-4612-2926-6728,Master ,9,2029,214,sgeorgeotb7@lsu.edu
5108-6281-1762-8999,Master ,11,2025,677,lhauckedb@lsu.edu
5379-3819-9452-0760,Master ,8,2029,665,pmilsomh7@lsu.edu
5473-4120-4679-2920,Master ,5,2029,530,clealjm@lsu.edu
5959-7723-2933-2288,Master ,12,2029,142,lorrickl4@lsu.edu
5213-2034-8290-7895,Master ,10,2025,299,csimkovitznm@lsu.edu
5063-1030-1557-5225,Master ,12,2024,941,smaccrea9e@lsu.edu
5290-9861-8450-3060,Master ,5,2030,119,dthorowgood2p@lsu.edu
5698-1740-9386-2648,Master ,1,2031,727,icabbell32@lsu.edu
5209-1682-4880-7216,Master ,6,2031,841,mlisleai@lsu.edu
5758-3319-6231-5088,Master ,1,2025,121,gpantridgebr@lsu.edu
5110-2893-0871-6073,Master ,3,2028,695,cstrangewaysos@lsu.edu
5860-5924-5024-9034,Master ,11,2032,832,acinellid6@lsu.edu
5140-6566-9403-4474,Master ,1,2023,808,cparratton@lsu.edu
5230-6142-3865-3658,Master ,5,2027,557,iscade6j@lsu.edu
5479-1473-5193-2070,Master ,6,2024,674,jlongshawgb@lsu.edu
5675-8752-9439-6104,Master ,10,2024,10,rgoulbornegn@lsu.edu
5312-0942-7480-7048,Master ,3,2032,742,jkruszelnickik3@lsu.edu
5296-0648-6072-6060,Master ,1,2029,99,bsimonssonp6@lsu.edu
5687-3626-7037-3318,Master ,5,2023,118,dgotcliffe73@lsu.edu
5297-9636-8663-6537,Master ,4,2028,859,dconkaya9@lsu.edu
5694-8528-5018-9373,Master ,3,2029,847,rgleesonk9@lsu.edu
5003-5997-8468-0952,Master ,1,2030,329,dantrackkf@lsu.edu
5246-0944-5471-1869,Master ,2,2023,365,cboundemh@lsu.edu
5578-7322-1413-9781,Master ,12,2028,140,imiddlehurstnv@lsu.edu
5711-5848-7481-1294,Master ,2,2031,604,alowman1p@lsu.edu
5129-6887-8270-4828,Master ,12,2030,888,llescop5x@lsu.edu
5314-9229-0786-3740,Master ,2,2025,838,bbauldrey18@lsu.edu
5267-7366-7259-6017,Master ,6,2025,477,dtellwrightcv@lsu.edu
5178-4276-8349-8060,Master ,6,2026,384,shundellz@lsu.edu
5722-9291-8335-3398,Master ,11,2024,564,ytritton3w@lsu.edu
5195-0248-6526-3070,Master ,1,2025,805,jmoodie7a@lsu.edu
5572-8375-5637-5954,Master ,6,2025,888,bhaskayneb9@lsu.edu
5920-5016-3547-9505,Master ,6,2030,479,gmcarte6f@lsu.edu
5869-2064-1100-0099,Master ,6,2027,548,lmacalorenc7@lsu.edu
5299-8918-8515-1201,Master ,12,2028,610,npackfu@lsu.edu
5263-1092-2942-7234,Master ,1,2030,951,abrogioni5p@lsu.edu
5374-0710-9922-5044,Master ,9,2030,294,manster7o@lsu.edu
5803-1590-2171-3991,Master ,10,2027,615,rjanczak9r@lsu.edu
5089-6791-1242-9192,Master ,4,2025,714,kwhithamdj@lsu.edu
5302-5569-3324-5621,Master ,12,2024,992,sjankunl@lsu.edu
5115-2953-1071-2671,Master ,6,2032,41,dbenedttib@lsu.edu
5319-8855-3702-6431,Master ,2,2031,901,fenrrico4@lsu.edu
5554-2461-5126-3201,Master ,8,2027,227,jsoutherns@lsu.edu
5274-2323-2287-6473,Master ,3,2023,219,gshepherdson8k@lsu.edu
5056-9783-0585-3315,Master ,6,2027,344,tmattekgo@lsu.edu
5134-7174-9556-0390,Master ,3,2031,920,glennonqx@lsu.edu
5322-2428-1654-2893,Master ,5,2025,903,adegoeyr4@lsu.edu
5705-8430-0209-8566,Master ,5,2026,627,kgiller1k@lsu.edu
5490-9745-4934-6326,Master ,8,2032,654,floundc0@lsu.edu
5685-3061-4891-6452,Master ,11,2031,370,kshowl12@lsu.edu
5699-6087-1396-5864,Master ,11,2025,232,dpadwick4p@lsu.edu
5808-8767-1031-2911,Master ,8,2032,924,bflaune5a@lsu.edu
5170-3396-5606-9805,Master ,9,2030,468,jhaley6t@lsu.edu
5613-4257-8433-9964,Master ,11,2028,261,mkiernani@lsu.edu
5986-9124-6797-4447,Master ,12,2024,995,dfahrenbach1o@lsu.edu
5664-3830-5073-6514,Master ,10,2029,481,mlabrow6u@lsu.edu
5047-9886-4194-0971,Master ,7,2028,707,cmcelhargyg0@lsu.edu
5660-5133-1608-2066,Master ,5,2023,742,hmccolmg1@lsu.edu
5006-5290-3985-7492,Master ,9,2032,918,bdybell14@lsu.edu
5874-8183-7730-2054,Master ,12,2026,911,jwoodhead5l@lsu.edu
5053-3148-8554-3591,Master ,2,2026,35,sholehouse94@lsu.edu
5446-0839-3575-8623,Master ,7,2025,693,smahony1b@lsu.edu
5784-2602-4420-9267,Master ,5,2032,137,vgreatorex3z@lsu.edu
5875-1746-3052-1661,Master ,7,2028,872,olief52@lsu.edu
5689-0534-3456-1342,Master ,7,2031,325,stice87@lsu.edu
5646-6653-2289-7310,Master ,6,2026,503,ncurromcm@lsu.edu
5110-8447-8570-3591,Master ,7,2030,549,swethersdh@lsu.edu
5955-5702-8183-3291,Master ,7,2027,628,apfeiferi1@lsu.edu
5571-3535-8479-7890,Master ,1,2026,790,rceschiniml@lsu.edu
5635-4252-7826-4754,Master ,6,2023,15,sperullinw@lsu.edu
5523-7261-6401-3847,Master ,8,2023,568,cillingworth3z@lsu.edu
5053-8673-3683-4654,Master ,8,2031,416,abythway4s@lsu.edu
5060-2729-7032-7333,Master ,3,2025,248,ddraysayaq@lsu.edu
5301-5716-5775-0787,Master ,8,2028,609,tocleryef@lsu.edu
5327-8350-5330-0689,Master ,11,2023,405,hodowdk3@lsu.edu
5832-1172-7456-3799,Master ,7,2023,279,hclappmz@lsu.edu
5565-5455-6702-8598,Master ,7,2024,934,fivashkinrj@lsu.edu
5862-3953-3805-0229,Master ,4,2025,237,rkeppn@lsu.edu
5837-1175-4785-1030,Master ,12,2030,916,lcorley4a@lsu.edu
5670-6495-5384-0455,Master ,9,2026,127,sskinleyaa@lsu.edu
5163-5685-6764-6776,Master ,9,2029,790,arichardssonde@lsu.edu
5805-6363-7356-9603,Master ,2,2030,350,mnardif4@lsu.edu
5245-1245-4195-4419,Master ,11,2027,212,bcobb4a@lsu.edu
5697-3497-7296-8844,Master ,6,2026,192,cfazakerley50@lsu.edu
5025-6266-6616-8760,Master ,11,2031,982,sglayzer7b@lsu.edu
5792-7059-8997-6765,Master ,1,2026,464,jcoathupaj@lsu.edu
5799-0035-6985-9264,Master ,7,2029,955,bmcgrailgk@lsu.edu
5925-7051-1598-4327,Master ,11,2030,528,dwhymanhp@lsu.edu
5145-4220-5697-1199,Master ,8,2030,380,gvockins3m@lsu.edu
5247-3862-3093-0666,Master ,10,2026,661,ewarton73@lsu.edu
5346-4669-2222-5613,Master ,11,2027,896,hmanthaav@lsu.edu
5141-8695-9219-0756,Master ,1,2023,952,lmingardi5u@lsu.edu
5734-6400-5974-4888,Master ,11,2027,449,bpetrowskye9@lsu.edu
5788-2005-1934-9600,Master ,3,2024,958,clynaghmp@lsu.edu
5436-0921-8819-0923,Master ,2,2030,525,aitzchakinf@lsu.edu
5084-3764-1302-5058,Master ,4,2031,991,groser3g@lsu.edu
5135-7265-0490-7426,Master ,12,2031,830,yrockhallei@lsu.edu
5041-4133-9120-6148,Master ,10,2032,689,jstodefu@lsu.edu
5859-0030-9152-6898,Master ,1,2027,658,aclimsonpx@lsu.edu
5832-4828-5381-6365,Master ,10,2031,191,grotte3@lsu.edu
5193-2302-9934-2359,Master ,12,2026,380,vraff1a@lsu.edu
5074-6440-4157-7085,Master ,1,2030,473,ebeale2i@lsu.edu
5607-9318-5426-4880,Master ,8,2025,890,imacnair49@lsu.edu
5224-2460-3399-7458,Master ,6,2029,112,hhalward7n@lsu.edu
5938-1568-3071-9211,Master ,10,2031,147,aepgraveau@lsu.edu
5343-1187-5026-5650,Master ,10,2030,406,rlammertdd@lsu.edu
5647-6674-6204-2019,Master ,10,2027,528,cmcpolindw@lsu.edu
5697-3777-2180-6511,Master ,10,2028,238,pscarisbrickmh@lsu.edu
5474-0194-3891-1198,Master ,5,2029,708,bdurringtonp2@lsu.edu
5973-9306-0818-3160,Master ,11,2031,290,hhazelby5g@lsu.edu
5225-5028-9826-2567,Master ,12,2031,19,kgrevile7t@lsu.edu
5506-5944-6262-7777,Master ,6,2031,719,cjackalinbm@lsu.edu
5482-2664-0634-3213,Master ,7,2023,275,tlinning29@lsu.edu
5653-0830-4495-8190,Master ,9,2032,344,mbonny2l@lsu.edu
5052-2878-9751-2691,Master ,9,2024,365,hmaleac@lsu.edu
5243-3543-2803-8329,Master ,3,2032,863,cbengerkd@lsu.edu
5538-5596-2436-2564,Master ,8,2032,430,bdaffern5s@lsu.edu
5192-7087-5459-4652,Master ,8,2024,121,amcgrortygr@lsu.edu
5940-9343-0374-7783,Master ,12,2027,113,cfinkqc@lsu.edu
5368-3486-8252-5053,Master ,3,2028,355,lbearsmore2a@lsu.edu
5708-5284-7430-7136,Master ,9,2029,809,nsemeradp@lsu.edu
5451-2582-1368-4435,Master ,8,2031,73,solooneybx@lsu.edu
5345-5890-9874-4677,Master ,10,2028,391,ddoustff@lsu.edu
5457-8893-7495-9657,Master ,7,2032,739,dairthno@lsu.edu
5966-7643-2543-7701,Master ,12,2025,86,kwinsorqe@lsu.edu
5871-4158-5869-5055,Master ,4,2030,38,toquin1@lsu.edu
5678-2974-1358-5011,Master ,2,2031,492,aroussell1m@lsu.edu
5502-9256-1348-9440,Master ,4,2031,175,callcock6b@lsu.edu
5730-2813-6413-7414,Master ,1,2029,513,cstenett8b@lsu.edu
5990-7474-8019-9941,Master ,4,2032,646,cguisotck@lsu.edu
5673-0245-4761-5107,Master ,2,2030,332,nborlesshh@lsu.edu
5920-0191-4946-7794,Master ,5,2030,254,jbulloughna@lsu.edu
5842-8823-4364-8782,Master ,12,2025,804,mnieldrn@lsu.edu
5652-2307-0864-9152,Master ,1,2025,899,tcastribx@lsu.edu
5973-6755-2565-2710,Master ,1,2028,566,rayersia@lsu.edu
5389-4377-0191-1926,Master ,9,2024,684,jginmanjz@lsu.edu
5889-2563-8046-0477,Master ,5,2029,504,afrancecione2d@lsu.edu
5136-0364-7972-2280,Master ,9,2024,183,nwillishire6s@lsu.edu
5160-3048-4263-0132,Master ,1,2029,975,shaydones@lsu.edu
5556-9883-9624-0325,Master ,3,2029,540,amorritt21@lsu.edu
5050-9951-5632-3074,Master ,1,2024,576,mstubbertdm@lsu.edu
5769-6734-1710-0926,Master ,10,2025,103,mpolglase9a@lsu.edu
5826-1930-2470-3432,Master ,11,2027,46,lthursby1k@lsu.edu
5419-6176-0451-8125,Master ,3,2023,545,wtheusscf@lsu.edu
5716-7392-7342-7022,Master ,12,2029,486,rshaveld9@lsu.edu
5016-4882-0354-5532,Master ,5,2032,127,sseifenmacherhz@lsu.edu
5643-3244-0950-2174,Master ,8,2031,939,mlennardekn@lsu.edu
5771-3854-0010-1457,Master ,10,2030,566,crichardtov@lsu.edu
5635-3080-3712-2072,Master ,10,2029,946,dbaseyg7@lsu.edu
5629-4625-8300-0326,Master ,7,2023,586,dagostinig8@lsu.edu
5233-7323-9723-5453,Master ,1,2032,771,gnehlskk@lsu.edu
5372-3204-7787-6539,Master ,5,2025,803,syappnf@lsu.edu
5244-2575-8558-9216,Master ,6,2031,736,ecaulcutt5r@lsu.edu
5774-6125-0042-8312,Master ,10,2031,647,dessam9r@lsu.edu
5464-4277-9186-9840,Master ,3,2023,617,esaltrese9@lsu.edu
5616-2516-2751-1598,Master ,8,2023,55,cjaquiss58@lsu.edu
5696-3753-0488-3195,Master ,4,2030,824,bthirtle65@lsu.edu
5695-6271-1241-8964,Master ,5,2029,334,akikke71@lsu.edu
5271-0787-2314-6842,Master ,2,2032,85,vblancaf@lsu.edu
5393-8333-2753-6100,Master ,6,2026,603,ltumaas@lsu.edu
5312-2535-3161-0245,Master ,8,2031,377,naspcu@lsu.edu
5453-4095-8521-4448,Master ,2,2032,800,mbaxilley@lsu.edu
5413-6003-7893-0563,Master ,9,2025,92,dnobeshj@lsu.edu
5670-9666-4188-5513,Master ,1,2030,343,rsimoensqd@lsu.edu
5861-0739-7084-4081,Master ,2,2025,804,lundrill4y@lsu.edu
5689-2973-5982-9060,Master ,10,2031,179,mgoatman9m@lsu.edu
5956-5645-4879-8786,Master ,12,2025,376,srubinivitzlu@lsu.edu
5120-9802-8092-3561,Master ,8,2027,770,tgeffenp7@lsu.edu
5092-2137-2321-1552,Master ,10,2030,531,tgencke57@lsu.edu
5320-1767-2019-8930,Master ,6,2023,903,kklammanpe@lsu.edu
5850-7294-9996-8337,Master ,9,2031,147,dmchardyla@lsu.edu
5248-8474-1678-5508,Master ,3,2029,798,jbrechinoz@lsu.edu
5137-7065-3337-8264,Master ,9,2027,350,fjacquemypl@lsu.edu
5394-8513-6830-8311,Master ,5,2032,592,jalbuttq8@lsu.edu
5947-1290-0157-0411,Master ,3,2029,7,fcarson2m@lsu.edu
5601-8819-2959-0680,Master ,1,2028,134,sbewley39@lsu.edu
5673-3778-2606-4881,Master ,8,2026,208,ekattenhorn7p@lsu.edu
5232-8475-0395-0366,Master ,2,2030,615,ahallahanev@lsu.edu
5164-6147-9598-1844,Master ,1,2028,940,sbecks1n@lsu.edu
5326-9525-1348-8275,Master ,7,2024,560,mgudeman44@lsu.edu
5003-0772-0981-5087,Master ,1,2031,321,emillhill6q@lsu.edu
5540-9883-0964-9033,Master ,12,2024,233,mnewardnp@lsu.edu
5775-6461-7968-7229,Master ,8,2026,248,cmcallof@lsu.edu
5110-8493-5428-0204,Master ,3,2027,573,pfyndonn2@lsu.edu
5567-0891-5904-5454,Master ,1,2024,664,mstapele34@lsu.edu
5185-9342-3866-7126,Master ,8,2024,105,cdingivan99@lsu.edu
5338-9167-9853-7092,Master ,7,2029,811,avasentsovf8@lsu.edu
5156-5993-5012-1645,Master ,3,2028,75,lmuffetti0@lsu.edu
5048-7906-4720-9736,Master ,2,2023,569,shagertylp@lsu.edu
5349-3037-1254-4858,Master ,9,2029,861,mheamsn@lsu.edu
5118-8067-2292-6477,Master ,9,2028,793,jphelipeauxcp@lsu.edu
5194-7445-2760-6725,Master ,3,2024,909,ecunradifb@lsu.edu
5682-8145-0303-2523,Master ,4,2032,165,wcrosselandik@lsu.edu
5441-3486-8747-6952,Master ,4,2029,595,hcecerec0@lsu.edu
5997-0882-6627-1036,Master ,4,2025,994,pclampettfg@lsu.edu
5827-3455-5891-3293,Master ,2,2024,986,ggoveyjj@lsu.edu
5923-2777-2788-4796,Master ,2,2029,263,cmarkie14@lsu.edu
5688-2170-3150-7460,Master ,3,2026,257,mlaween9@lsu.edu
5425-8053-5171-9727,Master ,8,2029,687,abiaggelliox@lsu.edu
5282-8635-0092-1035,Master ,10,2028,82,kmcgurk6w@lsu.edu
5808-7425-2480-0596,Master ,10,2024,657,cbraidwoodav@lsu.edu
5603-0284-8766-0710,Master ,9,2024,641,prumboldjs@lsu.edu
5823-1446-2110-4283,Master ,2,2031,329,jgherarduccif7@lsu.edu
5631-3444-4176-9332,Master ,7,2030,395,wgraalmanji@lsu.edu
5057-4781-3148-8799,Master ,8,2032,909,gsemeradkw@lsu.edu
5830-7408-2126-7381,Master ,2,2032,371,droggieri2x@lsu.edu
5332-0772-9894-8368,Master ,5,2028,621,lbassano3e@lsu.edu
5567-0948-2156-3798,Master ,2,2024,837,tscamaden52@lsu.edu
5076-1166-5504-5276,Master ,4,2029,629,dblackney5q@lsu.edu
5758-5985-2408-4105,Master ,5,2025,118,qalexsandrovichcg@lsu.edu
5736-9120-3851-8327,Master ,1,2028,300,vclewarthf1@lsu.edu
5114-3553-0912-2363,Master ,5,2030,355,flowensohnfc@lsu.edu
5868-8368-6680-1953,Master ,3,2028,156,mdearlepalserri@lsu.edu
5063-0840-3441-7685,Master ,7,2028,802,ajonson5j@lsu.edu
5949-3979-3922-5593,Master ,3,2029,65,tsheeres7g@lsu.edu
5004-4643-5538-6676,Master ,4,2023,14,gseifbz@lsu.edu
5927-6269-6914-7879,Master ,3,2030,997,smcarteda@lsu.edu
5228-5852-6407-0806,Master ,4,2028,152,mdinapolik6@lsu.edu
5601-2194-4591-0205,Master ,12,2028,18,hloades44@lsu.edu
5304-8387-7273-5045,Master ,5,2029,761,emcquarter53@lsu.edu
5372-9916-4662-3329,Master ,1,2023,151,onewlindl@lsu.edu
5948-3261-3640-9661,Master ,3,2024,815,dlawteye2@lsu.edu
5532-1437-8084-9776,Master ,11,2031,969,dcaserijl@lsu.edu
5102-7684-8882-9547,Master ,9,2026,373,dvelten9e@lsu.edu
5565-7938-2810-4515,Master ,5,2028,980,apoleykettki@lsu.edu
5305-5730-2483-1045,Master ,5,2032,303,cstihlkm@lsu.edu
5691-4617-6322-7929,Master ,2,2026,753,asecombelx@lsu.edu
5392-3147-6482-2258,Master ,12,2029,94,rbyfordo6@lsu.edu
5543-8994-0981-9363,Master ,6,2032,282,nkilbourne1b@lsu.edu
5252-5172-5657-1838,Master ,4,2027,250,amcquaidek@lsu.edu
5185-9414-5555-6960,Master ,5,2029,229,anassau4p@lsu.edu
5184-1854-5453-5626,Master ,6,2024,685,zcornillibb@lsu.edu
5424-7772-6196-8410,Master ,11,2026,835,mrigmondek@lsu.edu
5938-3411-5537-1418,Master ,11,2027,607,ogirardezjp@lsu.edu
5649-7546-3351-1528,Master ,6,2031,33,sabraminkf@lsu.edu
5412-2448-4302-1258,Master ,5,2027,667,ashapira1u@lsu.edu
5340-9268-6994-3974,Master ,3,2032,429,eribbon3o@lsu.edu
5302-0715-6006-7689,Master ,5,2023,576,lodreain5k@lsu.edu
5648-2004-3122-8485,Master ,9,2030,482,ufullicksez@lsu.edu
5863-4319-3320-8197,Master ,8,2030,861,bipslypl@lsu.edu
5130-0066-3272-4396,Master ,5,2028,473,fcregeen2b@lsu.edu
5272-6520-3364-2236,Master ,4,2025,831,sdimberline42@lsu.edu
5973-5962-5809-8141,Master ,3,2025,989,jbornbt@lsu.edu
5127-6810-3511-7088,Master ,12,2023,16,dvolettb@lsu.edu
5679-5477-5271-0407,Master ,11,2026,545,ccellier31@lsu.edu
5799-8301-7000-8322,Master ,3,2031,98,gbrocktond6@lsu.edu
5567-2880-3171-4749,Master ,12,2029,732,ctelezhking7@lsu.edu
5210-1596-7671-0169,Master ,10,2026,92,emasurelge@lsu.edu
5894-5985-8619-4673,Master ,12,2027,250,scorleyis@lsu.edu
5789-8203-9023-4108,Master ,6,2023,550,svillaretoe@lsu.edu
5870-3512-8151-9284,Master ,6,2029,315,wmcgarvaoh@lsu.edu
5680-6227-2942-0198,Master ,12,2024,132,kjakoub1i@lsu.edu
5168-8006-0547-4522,Master ,5,2032,161,nacey9d@lsu.edu
5836-4816-2547-8170,Master ,10,2030,400,mregnardfm@lsu.edu
5777-4702-5302-7432,Master ,9,2032,425,acrimpq4@lsu.edu
5295-5419-2865-0409,Master ,5,2031,566,gocleryr@lsu.edu
5618-0126-7795-2281,Master ,10,2031,52,sohanleyy@lsu.edu
5263-5253-0787-2717,Master ,1,2032,764,aadam2w@lsu.edu
5755-7563-4147-8686,Master ,10,2027,881,kzaniolini7l@lsu.edu
5523-7155-5195-1300,Master ,12,2023,635,tizzatt4e@lsu.edu
5913-9385-6512-7268,Master ,10,2030,897,gpendry79@lsu.edu
5801-6822-0787-6710,Master ,2,2028,131,deddowdn@lsu.edu
5794-6291-3583-2474,Master ,9,2029,717,tbladendv@lsu.edu
5609-2440-2445-4090,Master ,5,2029,413,gtrundlek9@lsu.edu
5186-6120-8701-0590,Master ,5,2032,113,ogorker3@lsu.edu
5883-9087-6225-0740,Master ,7,2030,620,ppaulitschkei1@lsu.edu
5115-9857-9421-0293,Master ,1,2028,77,idarlinglh@lsu.edu
5397-3422-0343-0553,Master ,8,2026,811,paughton38@lsu.edu
5585-4979-9702-7594,Master ,11,2024,492,mcawthorne91@lsu.edu
5031-3881-3851-1051,Master ,4,2029,636,ghankey4v@lsu.edu
5874-8458-4640-4045,Master ,4,2030,780,erosenbloome5@lsu.edu
5548-8701-5880-0162,Master ,12,2026,745,scrowdenht@lsu.edu
5559-2735-7837-6436,Master ,2,2025,202,gschultzeix@lsu.edu
5477-6366-1346-2961,Master ,4,2029,626,drembrandtjt@lsu.edu
5749-5537-0731-1723,Master ,2,2023,337,lmckeeow@lsu.edu
5227-2550-4763-8215,Master ,5,2025,659,ldmitrievskira@lsu.edu
5164-4964-3719-6763,Master ,8,2023,35,bcorrisi0@lsu.edu
5379-3807-9495-8335,Master ,10,2025,717,nolensbyv@lsu.edu
5736-2108-9144-6811,Master ,7,2029,214,fleere4c@lsu.edu
5566-2729-8767-8293,Master ,9,2027,222,adallaway7c@lsu.edu
5223-8807-5490-3512,Master ,4,2026,852,dnaughton9f@lsu.edu
5166-4545-2367-1109,Master ,3,2031,332,freiglara5@lsu.edu
5505-9600-4324-6423,Master ,1,2028,971,egillmanlt@lsu.edu
5294-8524-3041-5673,Master ,3,2030,245,aferedayoi@lsu.edu
5936-9313-0961-0082,Master ,10,2027,718,jrundle3n@lsu.edu
5348-7372-7597-4751,Master ,9,2032,654,dmennear70@lsu.edu
5708-2760-1586-8497,Master ,4,2028,25,abackshillj7@lsu.edu
5929-7783-9088-4251,Master ,5,2025,938,mcosham4z@lsu.edu
5766-6252-7236-5596,Master ,9,2025,766,thostanm@lsu.edu
5751-3494-3914-2151,Master ,1,2032,962,knugentft@lsu.edu
5589-9166-4256-6083,Master ,12,2027,151,cteligag0@lsu.edu
5391-7346-8981-6592,Master ,11,2032,254,sbonylj@lsu.edu
5143-6999-2167-6235,Master ,10,2032,241,vtitt2t@lsu.edu
5872-3902-1867-8667,Master ,2,2025,841,asant4d@lsu.edu
5600-5847-3726-8593,Master ,6,2028,450,gphilott89@lsu.edu
5970-2302-2940-4746,Master ,4,2029,356,ddelyth97@lsu.edu
5976-6660-0951-2758,Master ,4,2030,607,pcondon1c@lsu.edu
5474-5818-3577-3820,Master ,7,2024,246,bsearston6w@lsu.edu
5279-3308-0612-5081,Master ,2,2031,47,acazindy@lsu.edu
5079-1365-8621-3914,Master ,6,2024,378,bstanifordr2@lsu.edu
5935-1259-1573-5251,Master ,2,2029,619,abarkshire3d@lsu.edu
5171-1322-5952-5092,Master ,12,2031,528,frestieaux6j@lsu.edu
5894-5864-8276-5767,Master ,10,2024,426,gshearstonae@lsu.edu
5728-3448-2015-3661,Master ,10,2026,913,cstuteb@lsu.edu
5269-9488-5757-7885,Master ,10,2029,539,lsissel9u@lsu.edu
5952-5559-2313-5021,Master ,2,2023,352,mmckelloch7a@lsu.edu
5780-3215-2194-4031,Master ,4,2029,858,ksmidmoor7e@lsu.edu
5126-1055-5623-3623,Master ,12,2023,822,hpiepera3@lsu.edu
5260-6244-9289-7507,Master ,11,2023,997,cjedrzejewskypo@lsu.edu
5579-1016-2891-2084,Master ,9,2026,346,cgamlinpv@lsu.edu
5176-2381-5819-0371,Master ,8,2024,126,rkeddie4y@lsu.edu
5133-0447-8475-6746,Master ,6,2024,128,scaroll5n@lsu.edu
5171-5801-9908-7640,Master ,4,2032,628,vnathan5y@lsu.edu
5954-3411-8963-2554,Master ,9,2030,465,gpitsall8q@lsu.edu
5454-2338-1502-7437,Master ,2,2025,617,smatussevichh3@lsu.edu
5163-4206-6656-6593,Master ,9,2024,702,mlowdyanejb@lsu.edu
5207-2277-7638-4807,Master ,12,2026,725,mfantonerp@lsu.edu
5092-1270-3544-2029,Master ,5,2029,736,dthickens2k@lsu.edu
5478-3153-9000-1890,Master ,8,2028,87,sschiesterlbv@lsu.edu
5227-8017-1452-2528,Master ,6,2023,257,lhailstonco@lsu.edu
5817-7596-2282-8851,Master ,11,2026,927,crapinol@lsu.edu
5209-3328-2813-0705,Master ,5,2023,8,wraiston6d@lsu.edu
5399-0706-1397-2557,Master ,1,2032,242,ddolegh@lsu.edu
5667-3193-3022-6555,Master ,3,2028,454,ascneidergi@lsu.edu
5516-4540-7782-7386,Master ,10,2024,894,gmosconegr@lsu.edu
5483-2774-4366-4969,Master ,1,2032,666,tjaqueshi@lsu.edu
5413-8430-4915-1253,Master ,3,2027,666,bgiddensqq@lsu.edu
5964-9490-4980-8762,Master ,7,2024,801,kdrewe6c@lsu.edu
5363-4972-6416-1969,Master ,1,2029,146,jwybornor@lsu.edu
5646-1635-5656-8740,Master ,4,2028,260,mgentric2s@lsu.edu
5927-7248-1770-1952,Master ,5,2026,917,ttremollet2t@lsu.edu
5731-8296-6122-0143,Master ,11,2027,906,asherr5l@lsu.edu
5799-7608-7442-6087,Master ,6,2026,368,lhandleymr@lsu.edu
5947-5184-4356-3658,Master ,1,2025,132,cjaksic1z@lsu.edu
5199-3972-3180-8678,Master ,8,2026,125,agoslin7e@lsu.edu
5175-0878-5940-6962,Master ,11,2023,687,crounsefell9w@lsu.edu
5447-1506-7717-4439,Master ,11,2024,595,wvaadelandby@lsu.edu
5622-9781-1282-4332,Master ,3,2029,80,cpaulone4@lsu.edu
5919-2907-4935-1322,Master ,10,2028,300,shanneyj1@lsu.edu
5424-4686-9024-6268,Master ,8,2026,2,jzukermanoo@lsu.edu
5396-5561-3055-9742,Master ,2,2023,444,achippm1@lsu.edu
5883-5613-4898-3508,Master ,8,2027,976,camottms@lsu.edu
5728-9964-1134-7280,Master ,9,2032,541,mbyers15@lsu.edu
5453-2141-8973-4381,Master ,9,2029,384,abocken31@lsu.edu
5715-8883-3155-2182,Master ,6,2023,355,lstapleford81@lsu.edu
5665-6335-4661-2948,Master ,6,2025,762,sgudemanb8@lsu.edu
5175-5520-6507-5472,Master ,3,2026,681,dbarrowcloughlz@lsu.edu
5032-7525-0891-5214,Master ,2,2025,711,mbassett53@lsu.edu
5037-2084-3441-6588,Master ,10,2031,455,ecurnessfa@lsu.edu
5903-7625-8653-4232,Master ,11,2024,403,mmcilmorowhe@lsu.edu
5873-6640-3036-9515,Master ,8,2029,432,mjulienna@lsu.edu
5316-1136-2835-7376,Master ,3,2027,687,hnormanpb@lsu.edu
5619-5655-1813-1794,Master ,2,2029,275,sivanikhinqw@lsu.edu
5968-1875-1106-4847,Master ,12,2023,811,nmaciakrd@lsu.edu
5033-0044-4773-6008,Master ,8,2026,119,rstockillrp@lsu.edu
5570-7001-7879-2580,Master ,12,2025,961,rwomack49@lsu.edu
5678-3382-2945-5788,Master ,2,2027,942,lbyrdgk@lsu.edu
5033-5425-3673-6715,Master ,12,2029,843,dknottlx@lsu.edu
